"id","date","no","sno","moment"
"08/138","02/12/2008","3+13+29+30+31+43","8","2008-12-02T00:00:00+08:00"
"08/137","29/11/2008","5+6+27+33+36+37","48","2008-11-29T00:00:00+08:00"
"08/136","27/11/2008","4+6+14+21+36+46","41","2008-11-27T00:00:00+08:00"
"08/135","25/11/2008","3+9+18+38+46+48","13","2008-11-25T00:00:00+08:00"
"08/134","22/11/2008","1+3+4+17+24+28","7","2008-11-22T00:00:00+08:00"
"08/133","20/11/2008","4+13+31+36+40+41","49","2008-11-20T00:00:00+08:00"
"08/132","18/11/2008","5+11+18+28+29+32","10","2008-11-18T00:00:00+08:00"
"08/131","15/11/2008","2+5+8+24+32+37","35","2008-11-15T00:00:00+08:00"
"08/130","13/11/2008","9+10+20+33+34+43","42","2008-11-13T00:00:00+08:00"
"08/129","11/11/2008","17+19+20+27+32+35","11","2008-11-11T00:00:00+08:00"
"08/128","09/11/2008","1+4+6+15+24+48","43","2008-11-09T00:00:00+08:00"
"08/127","06/11/2008","5+6+28+35+42+43","4","2008-11-06T00:00:00+08:00"
"08/126","03/11/2008","1+8+20+25+38+43","39","2008-11-03T00:00:00+08:00"
"08/125","01/11/2008","11+17+19+23+32+44","25","2008-11-01T00:00:00+08:00"
"08/124","30/10/2008","5+13+23+33+37+40","39","2008-10-30T00:00:00+08:00"
"08/123","28/10/2008","3+10+11+13+26+48","9","2008-10-28T00:00:00+08:00"
"08/122","25/10/2008","3+13+18+20+22+30","39","2008-10-25T00:00:00+08:00"
"08/121","23/10/2008","5+9+19+21+27+46","37","2008-10-23T00:00:00+08:00"
"08/120","21/10/2008","1+8+9+32+35+37","14","2008-10-21T00:00:00+08:00"
"08/119","18/10/2008","3+6+7+9+32+35","24","2008-10-18T00:00:00+08:00"
"08/118","16/10/2008","6+21+31+40+42+44","7","2008-10-16T00:00:00+08:00"
"08/117","14/10/2008","11+14+19+21+41+44","31","2008-10-14T00:00:00+08:00"
"08/116","11/10/2008","8+11+35+37+38+46","27","2008-10-11T00:00:00+08:00"
"08/115","09/10/2008","1+2+12+19+27+38","41","2008-10-09T00:00:00+08:00"
"08/114","07/10/2008","4+10+26+34+46+49","5","2008-10-07T00:00:00+08:00"
"08/113","04/10/2008","4+14+16+19+22+35","9","2008-10-04T00:00:00+08:00"
"08/112","02/10/2008","13+17+20+29+32+42","15","2008-10-02T00:00:00+08:00"
"08/111","30/09/2008","11+26+27+39+40+47","34","2008-09-30T00:00:00+08:00"
"08/110","27/09/2008","7+17+33+36+39+44","31","2008-09-27T00:00:00+08:00"
"08/109","25/09/2008","1+4+15+16+29+46","30","2008-09-25T00:00:00+08:00"
"08/108","20/09/2008","4+5+10+27+28+49","46","2008-09-20T00:00:00+08:00"
"08/107","18/09/2008","2+17+34+38+46+49","33","2008-09-18T00:00:00+08:00"
"08/106","16/09/2008","4+9+14+25+36+40","45","2008-09-16T00:00:00+08:00"
"08/105","13/09/2008","3+8+9+16+34+46","42","2008-09-13T00:00:00+08:00"
"08/104","11/09/2008","2+8+12+20+25+49","34","2008-09-11T00:00:00+08:00"
"08/103","09/09/2008","3+7+15+23+29+48","5","2008-09-09T00:00:00+08:00"
"08/102","06/09/2008","4+10+18+22+23+38","35","2008-09-06T00:00:00+08:00"
"08/101","04/09/2008","7+17+22+26+31+42","12","2008-09-04T00:00:00+08:00"
"08/100","02/09/2008","9+13+16+22+24+31","18","2008-09-02T00:00:00+08:00"
"08/099","30/08/2008","2+8+10+37+44+49","22","2008-08-30T00:00:00+08:00"
"08/098","28/08/2008","1+21+27+31+34+38","10","2008-08-28T00:00:00+08:00"
"08/097","26/08/2008","2+13+19+25+30+43","44","2008-08-26T00:00:00+08:00"
"08/096","23/08/2008","3+9+10+20+25+34","41","2008-08-23T00:00:00+08:00"
"08/095","21/08/2008","1+3+20+21+35+37","46","2008-08-21T00:00:00+08:00"
"08/094","19/08/2008","7+19+24+26+32+39","20","2008-08-19T00:00:00+08:00"
"08/093","16/08/2008","14+25+32+38+43+46","35","2008-08-16T00:00:00+08:00"
"08/092","14/08/2008","16+20+23+27+41+46","6","2008-08-14T00:00:00+08:00"
"08/091","12/08/2008","10+11+15+26+28+31","43","2008-08-12T00:00:00+08:00"
"08/090","09/08/2008","8+15+19+21+32+42","10","2008-08-09T00:00:00+08:00"
"08/089","07/08/2008","3+17+23+24+30+47","26","2008-08-07T00:00:00+08:00"
"08/088","05/08/2008","6+11+16+38+42+49","40","2008-08-05T00:00:00+08:00"
"08/087","02/08/2008","4+6+8+11+33+35","25","2008-08-02T00:00:00+08:00"
"08/086","31/07/2008","1+8+25+33+34+41","28","2008-07-31T00:00:00+08:00"
"08/085","29/07/2008","7+15+25+34+35+38","6","2008-07-29T00:00:00+08:00"
"08/084","26/07/2008","9+10+12+13+41+48","6","2008-07-26T00:00:00+08:00"
"08/083","24/07/2008","5+15+29+31+38+45","48","2008-07-24T00:00:00+08:00"
"08/082","22/07/2008","10+29+33+40+43+45","8","2008-07-22T00:00:00+08:00"
"08/081","19/07/2008","1+18+24+29+35+46","2","2008-07-19T00:00:00+08:00"
"08/080","17/07/2008","15+18+25+27+38+47","2","2008-07-17T00:00:00+08:00"
"08/079","15/07/2008","9+17+19+24+38+47","3","2008-07-15T00:00:00+08:00"
"08/078","12/07/2008","5+21+25+27+38+40","11","2008-07-12T00:00:00+08:00"
"08/077","10/07/2008","5+12+17+18+41+44","32","2008-07-10T00:00:00+08:00"
"08/076","08/07/2008","15+18+19+21+24+26","36","2008-07-08T00:00:00+08:00"
"08/075","05/07/2008","2+6+7+15+20+38","14","2008-07-05T00:00:00+08:00"
"08/074","02/07/2008","3+21+26+29+31+48","1","2008-07-02T00:00:00+08:00"
"08/073","29/06/2008","1+2+7+19+28+34","5","2008-06-29T00:00:00+08:00"
"08/072","27/06/2008","8+33+39+40+46+48","24","2008-06-27T00:00:00+08:00"
"08/071","24/06/2008","8+9+22+27+29+42","38","2008-06-24T00:00:00+08:00"
"08/070","21/06/2008","1+5+13+29+34+44","25","2008-06-21T00:00:00+08:00"
"08/069","19/06/2008","2+11+18+26+39+45","24","2008-06-19T00:00:00+08:00"
"08/068","17/06/2008","3+5+6+13+31+32","15","2008-06-17T00:00:00+08:00"
"08/067","14/06/2008","3+15+19+40+41+44","13","2008-06-14T00:00:00+08:00"
"08/066","12/06/2008","4+6+9+15+22+37","3","2008-06-12T00:00:00+08:00"
"08/065","10/06/2008","2+7+11+20+29+45","48","2008-06-10T00:00:00+08:00"
"08/064","07/06/2008","6+11+14+23+39+45","10","2008-06-07T00:00:00+08:00"
"08/063","03/06/2008","5+32+33+40+41+49","30","2008-06-03T00:00:00+08:00"
"08/062","31/05/2008","11+26+31+34+36+42","13","2008-05-31T00:00:00+08:00"
"08/061","29/05/2008","1+6+27+39+44+49","36","2008-05-29T00:00:00+08:00"
"08/060","27/05/2008","22+23+24+28+29+43","6","2008-05-27T00:00:00+08:00"
"08/059","24/05/2008","1+5+12+14+19+31","45","2008-05-24T00:00:00+08:00"
"08/058","22/05/2008","1+19+23+29+34+41","15","2008-05-22T00:00:00+08:00"
"08/057","20/05/2008","1+4+6+23+25+47","49","2008-05-20T00:00:00+08:00"
"08/056","17/05/2008","3+18+24+45+46+48","31","2008-05-17T00:00:00+08:00"
"08/055","15/05/2008","7+21+22+38+45+47","40","2008-05-15T00:00:00+08:00"
"08/054","13/05/2008","8+19+26+34+37+40","29","2008-05-13T00:00:00+08:00"
"08/053","10/05/2008","5+6+27+41+47+49","40","2008-05-10T00:00:00+08:00"
"08/052","08/05/2008","16+24+31+35+37+49","39","2008-05-08T00:00:00+08:00"
"08/051","06/05/2008","7+8+13+26+28+49","17","2008-05-06T00:00:00+08:00"
"08/050","03/05/2008","1+3+4+5+37+39","8","2008-05-03T00:00:00+08:00"
"08/049","29/04/2008","20+22+24+25+40+41","35","2008-04-29T00:00:00+08:00"
"08/048","26/04/2008","13+15+17+19+24+32","9","2008-04-26T00:00:00+08:00"
"08/047","24/04/2008","8+12+13+25+31+35","21","2008-04-24T00:00:00+08:00"
"08/046","22/04/2008","8+14+31+36+40+46","9","2008-04-22T00:00:00+08:00"
"08/045","19/04/2008","7+10+16+19+42+46","20","2008-04-19T00:00:00+08:00"
"08/044","17/04/2008","7+10+11+27+31+48","5","2008-04-17T00:00:00+08:00"
"08/043","15/04/2008","8+25+31+38+43+48","23","2008-04-15T00:00:00+08:00"
"08/042","13/04/2008","1+9+22+23+34+38","24","2008-04-13T00:00:00+08:00"
"08/041","08/04/2008","11+13+21+36+39+40","43","2008-04-08T00:00:00+08:00"
"08/040","03/04/2008","1+6+17+28+36+41","31","2008-04-03T00:00:00+08:00"
"08/039","01/04/2008","15+16+27+40+44+49","31","2008-04-01T00:00:00+08:00"
"08/038","29/03/2008","6+9+30+32+39+48","4","2008-03-29T00:00:00+08:00"
"08/037","27/03/2008","3+4+16+32+45+48","23","2008-03-27T00:00:00+08:00"
"08/036","25/03/2008","7+14+15+22+25+35","32","2008-03-25T00:00:00+08:00"
"08/035","22/03/2008","13+18+32+38+48+49","40","2008-03-22T00:00:00+08:00"
"08/034","20/03/2008","4+12+22+26+33+45","8","2008-03-20T00:00:00+08:00"
"08/033","18/03/2008","13+23+28+30+37+44","49","2008-03-18T00:00:00+08:00"
"08/032","15/03/2008","8+10+21+22+30+47","28","2008-03-15T00:00:00+08:00"
"08/031","13/03/2008","12+28+31+33+36+44","7","2008-03-13T00:00:00+08:00"
"08/030","11/03/2008","5+13+15+23+28+40","17","2008-03-11T00:00:00+08:00"
"08/029","08/03/2008","16+25+31+36+38+49","29","2008-03-08T00:00:00+08:00"
"08/028","06/03/2008","7+12+24+25+39+44","27","2008-03-06T00:00:00+08:00"
"08/027","04/03/2008","2+5+13+20+21+49","36","2008-03-04T00:00:00+08:00"
"08/026","02/03/2008","5+7+22+30+32+35","13","2008-03-02T00:00:00+08:00"
"08/025","28/02/2008","6+8+13+17+35+49","45","2008-02-28T00:00:00+08:00"
"08/024","26/02/2008","9+20+23+30+34+39","13","2008-02-26T00:00:00+08:00"
"08/023","23/02/2008","2+9+14+24+33+47","48","2008-02-23T00:00:00+08:00"
"08/022","21/02/2008","18+22+24+27+30+48","3","2008-02-21T00:00:00+08:00"
"08/021","19/02/2008","5+15+29+32+38+39","31","2008-02-19T00:00:00+08:00"
"08/020","16/02/2008","2+5+8+22+29+41","28","2008-02-16T00:00:00+08:00"
"08/019","14/02/2008","4+6+15+29+33+39","18","2008-02-14T00:00:00+08:00"
"08/018","12/02/2008","12+23+31+37+40+45","35","2008-02-12T00:00:00+08:00"
"08/017","10/02/2008","7+24+26+30+32+39","47","2008-02-10T00:00:00+08:00"
"08/016","08/02/2008","2+16+30+31+38+48","36","2008-02-08T00:00:00+08:00"
"08/015","05/02/2008","3+6+36+40+43+48","8","2008-02-05T00:00:00+08:00"
"08/014","03/02/2008","1+34+36+37+42+46","39","2008-02-03T00:00:00+08:00"
"08/013","31/01/2008","24+32+41+42+48+49","10","2008-01-31T00:00:00+08:00"
"08/012","29/01/2008","16+22+24+33+43+44","29","2008-01-29T00:00:00+08:00"
"08/011","26/01/2008","13+15+19+22+33+38","39","2008-01-26T00:00:00+08:00"
"08/010","24/01/2008","10+23+26+38+42+46","29","2008-01-24T00:00:00+08:00"
"08/009","22/01/2008","9+16+17+30+33+49","41","2008-01-22T00:00:00+08:00"
"08/008","19/01/2008","4+7+8+20+32+34","24","2008-01-19T00:00:00+08:00"
"08/007","17/01/2008","8+19+24+35+36+40","23","2008-01-17T00:00:00+08:00"
"08/006","15/01/2008","10+11+15+18+37+45","26","2008-01-15T00:00:00+08:00"
"08/005","13/01/2008","8+13+18+22+26+42","43","2008-01-13T00:00:00+08:00"
"08/004","10/01/2008","4+20+36+42+46+47","22","2008-01-10T00:00:00+08:00"
"08/003","08/01/2008","2+9+14+24+40+45","3","2008-01-08T00:00:00+08:00"
"08/002","05/01/2008","3+11+14+32+33+42","15","2008-01-05T00:00:00+08:00"
"08/001","03/01/2008","5+8+36+39+42+46","14","2008-01-03T00:00:00+08:00"
"07/152","31/12/2007","15+16+21+23+37+45","4","2007-12-31T00:00:00+08:00"
"07/151","29/12/2007","6+12+16+33+41+48","8","2007-12-29T00:00:00+08:00"
"07/150","27/12/2007","7+17+37+38+40+48","43","2007-12-27T00:00:00+08:00"
"07/149","25/12/2007","1+2+21+30+44+46","33","2007-12-25T00:00:00+08:00"
"07/148","22/12/2007","1+9+17+28+42+46","32","2007-12-22T00:00:00+08:00"
"07/147","18/12/2007","1+2+6+19+24+40","44","2007-12-18T00:00:00+08:00"
"07/146","16/12/2007","1+17+23+25+40+44","26","2007-12-16T00:00:00+08:00"
"07/145","13/12/2007","5+7+15+18+23+42","10","2007-12-13T00:00:00+08:00"
"07/144","11/12/2007","16+18+24+35+40+41","47","2007-12-11T00:00:00+08:00"
"07/143","08/12/2007","9+14+35+38+41+42","40","2007-12-08T00:00:00+08:00"
"07/142","06/12/2007","5+26+33+38+39+46","47","2007-12-06T00:00:00+08:00"
"07/141","04/12/2007","18+23+26+28+30+45","15","2007-12-04T00:00:00+08:00"
"07/140","02/12/2007","18+25+29+30+32+35","39","2007-12-02T00:00:00+08:00"
"07/139","29/11/2007","10+13+19+27+43+48","8","2007-11-29T00:00:00+08:00"
"07/138","27/11/2007","7+25+27+33+35+45","6","2007-11-27T00:00:00+08:00"
"07/137","24/11/2007","5+19+25+32+40+42","4","2007-11-24T00:00:00+08:00"
"07/136","22/11/2007","1+12+29+39+40+48","41","2007-11-22T00:00:00+08:00"
"07/135","20/11/2007","6+13+14+22+30+44","26","2007-11-20T00:00:00+08:00"
"07/134","18/11/2007","1+4+6+20+25+32","43","2007-11-18T00:00:00+08:00"
"07/133","15/11/2007","12+16+18+27+41+45","29","2007-11-15T00:00:00+08:00"
"07/132","13/11/2007","2+6+15+30+38+42","29","2007-11-13T00:00:00+08:00"
"07/131","10/11/2007","1+6+8+15+41+43","2","2007-11-10T00:00:00+08:00"
"07/130","08/11/2007","6+14+18+28+30+37","21","2007-11-08T00:00:00+08:00"
"07/129","04/11/2007","4+13+25+27+40+47","45","2007-11-04T00:00:00+08:00"
"07/128","01/11/2007","5+9+12+18+24+43","7","2007-11-01T00:00:00+08:00"
"07/127","30/10/2007","12+19+31+41+42+47","13","2007-10-30T00:00:00+08:00"
"07/126","27/10/2007","2+27+30+35+43+46","36","2007-10-27T00:00:00+08:00"
"07/125","25/10/2007","4+14+31+35+42+49","1","2007-10-25T00:00:00+08:00"
"07/124","23/10/2007","6+13+21+29+31+37","25","2007-10-23T00:00:00+08:00"
"07/123","20/10/2007","4+14+18+19+30+42","34","2007-10-20T00:00:00+08:00"
"07/122","18/10/2007","1+2+37+39+47+48","34","2007-10-18T00:00:00+08:00"
"07/121","16/10/2007","6+10+11+14+31+40","49","2007-10-16T00:00:00+08:00"
"07/120","13/10/2007","23+24+25+27+43+45","11","2007-10-13T00:00:00+08:00"
"07/119","11/10/2007","12+19+23+26+33+42","27","2007-10-11T00:00:00+08:00"
"07/118","09/10/2007","9+10+16+23+32+49","19","2007-10-09T00:00:00+08:00"
"07/117","06/10/2007","7+20+25+33+38+45","26","2007-10-06T00:00:00+08:00"
"07/116","04/10/2007","6+14+28+29+37+38","12","2007-10-04T00:00:00+08:00"
"07/115","02/10/2007","10+21+30+34+37+43","17","2007-10-02T00:00:00+08:00"
"07/114","29/09/2007","35+41+42+44+47+49","48","2007-09-29T00:00:00+08:00"
"07/113","27/09/2007","6+9+17+23+34+45","2","2007-09-27T00:00:00+08:00"
"07/112","25/09/2007","2+8+16+24+25+34","40","2007-09-25T00:00:00+08:00"
"07/111","22/09/2007","5+6+24+44+48+49","45","2007-09-22T00:00:00+08:00"
"07/110","20/09/2007","6+11+13+28+40+41","49","2007-09-20T00:00:00+08:00"
"07/109","18/09/2007","10+12+24+37+41+43","17","2007-09-18T00:00:00+08:00"
"07/108","16/09/2007","6+7+8+17+24+27","38","2007-09-16T00:00:00+08:00"
"07/107","13/09/2007","8+14+15+25+32+38","11","2007-09-13T00:00:00+08:00"
"07/106","11/09/2007","14+23+26+35+36+44","5","2007-09-11T00:00:00+08:00"
"07/105","08/09/2007","1+3+14+31+34+35","16","2007-09-08T00:00:00+08:00"
"07/104","06/09/2007","4+12+18+35+40+44","38","2007-09-06T00:00:00+08:00"
"07/103","04/09/2007","6+28+38+44+45+49","34","2007-09-04T00:00:00+08:00"
"07/102","01/09/2007","2+6+16+38+39+44","15","2007-09-01T00:00:00+08:00"
"07/101","30/08/2007","3+4+13+23+34+39","37","2007-08-30T00:00:00+08:00"
"07/100","28/08/2007","4+9+20+27+37+43","7","2007-08-28T00:00:00+08:00"
"07/099","26/08/2007","6+20+23+42+44+45","13","2007-08-26T00:00:00+08:00"
"07/098","24/08/2007","10+19+20+28+37+43","6","2007-08-24T00:00:00+08:00"
"07/097","21/08/2007","10+13+22+33+36+48","31","2007-08-21T00:00:00+08:00"
"07/096","18/08/2007","14+18+22+31+35+40","46","2007-08-18T00:00:00+08:00"
"07/095","16/08/2007","14+16+18+26+30+35","10","2007-08-16T00:00:00+08:00"
"07/094","14/08/2007","7+9+12+27+29+40","5","2007-08-14T00:00:00+08:00"
"07/093","11/08/2007","6+9+35+38+43+44","41","2007-08-11T00:00:00+08:00"
"07/092","09/08/2007","3+4+5+12+17+44","37","2007-08-09T00:00:00+08:00"
"07/091","07/08/2007","1+14+26+32+45+48","46","2007-08-07T00:00:00+08:00"
"07/090","02/08/2007","8+22+29+35+40+41","6","2007-08-02T00:00:00+08:00"
"07/089","31/07/2007","3+4+21+43+47+48","7","2007-07-31T00:00:00+08:00"
"07/088","28/07/2007","18+21+29+30+31+38","34","2007-07-28T00:00:00+08:00"
"07/087","26/07/2007","13+22+28+32+37+46","17","2007-07-26T00:00:00+08:00"
"07/086","24/07/2007","16+26+30+36+41+49","13","2007-07-24T00:00:00+08:00"
"07/085","21/07/2007","5+9+18+40+43+45","17","2007-07-21T00:00:00+08:00"
"07/084","19/07/2007","1+26+27+36+42+45","12","2007-07-19T00:00:00+08:00"
"07/083","17/07/2007","5+10+12+13+16+42","41","2007-07-17T00:00:00+08:00"
"07/082","14/07/2007","10+19+24+30+45+49","34","2007-07-14T00:00:00+08:00"
"07/081","12/07/2007","6+16+17+18+22+49","33","2007-07-12T00:00:00+08:00"
"07/080","10/07/2007","12+13+17+24+31+43","49","2007-07-10T00:00:00+08:00"
"07/079","07/07/2007","4+8+10+15+35+45","16","2007-07-07T00:00:00+08:00"
"07/078","05/07/2007","14+23+25+26+35+38","21","2007-07-05T00:00:00+08:00"
"07/077","03/07/2007","16+22+35+36+45+48","32","2007-07-03T00:00:00+08:00"
"07/076","30/06/2007","1+4+10+18+37+44","20","2007-06-30T00:00:00+08:00"
"07/075","28/06/2007","4+15+38+40+41+46","33","2007-06-28T00:00:00+08:00"
"07/074","26/06/2007","2+17+24+32+35+47","34","2007-06-26T00:00:00+08:00"
"07/073","23/06/2007","10+24+27+28+31+38","23","2007-06-23T00:00:00+08:00"
"07/072","21/06/2007","1+5+11+26+43+45","22","2007-06-21T00:00:00+08:00"
"07/071","19/06/2007","4+8+11+12+20+32","47","2007-06-19T00:00:00+08:00"
"07/070","16/06/2007","3+15+18+19+28+37","30","2007-06-16T00:00:00+08:00"
"07/069","14/06/2007","3+19+21+29+33+41","46","2007-06-14T00:00:00+08:00"
"07/068","12/06/2007","7+30+31+41+45+47","4","2007-06-12T00:00:00+08:00"
"07/067","10/06/2007","1+6+9+36+37+48","13","2007-06-10T00:00:00+08:00"
"07/066","07/06/2007","1+4+15+34+44+47","7","2007-06-07T00:00:00+08:00"
"07/065","05/06/2007","5+9+11+21+22+37","32","2007-06-05T00:00:00+08:00"
"07/064","02/06/2007","16+20+26+27+42+46","32","2007-06-02T00:00:00+08:00"
"07/063","31/05/2007","1+4+7+20+25+38","17","2007-05-31T00:00:00+08:00"
"07/062","29/05/2007","2+8+12+25+29+46","7","2007-05-29T00:00:00+08:00"
"07/061","26/05/2007","23+24+26+29+36+41","12","2007-05-26T00:00:00+08:00"
"07/060","22/05/2007","20+21+23+28+38+40","13","2007-05-22T00:00:00+08:00"
"07/059","19/05/2007","21+24+31+36+38+46","43","2007-05-19T00:00:00+08:00"
"07/058","17/05/2007","4+5+14+27+37+39","35","2007-05-17T00:00:00+08:00"
"07/057","15/05/2007","12+30+33+36+42+43","15","2007-05-15T00:00:00+08:00"
"07/056","13/05/2007","14+16+25+28+36+38","40","2007-05-13T00:00:00+08:00"
"07/055","10/05/2007","4+6+12+14+41+46","15","2007-05-10T00:00:00+08:00"
"07/054","08/05/2007","11+20+23+30+46+48","22","2007-05-08T00:00:00+08:00"
"07/053","05/05/2007","7+9+11+20+45+49","42","2007-05-05T00:00:00+08:00"
"07/052","03/05/2007","3+17+32+44+46+47","33","2007-05-03T00:00:00+08:00"
"07/051","30/04/2007","10+11+18+27+38+44","37","2007-04-30T00:00:00+08:00"
"07/050","26/04/2007","17+22+24+35+37+40","11","2007-04-26T00:00:00+08:00"
"07/049","24/04/2007","4+6+7+14+19+37","9","2007-04-24T00:00:00+08:00"
"07/048","21/04/2007","19+27+41+42+44+49","20","2007-04-21T00:00:00+08:00"
"07/047","19/04/2007","7+9+15+29+32+48","38","2007-04-19T00:00:00+08:00"
"07/046","17/04/2007","2+20+40+43+45+49","38","2007-04-17T00:00:00+08:00"
"07/045","15/04/2007","11+14+19+35+44+49","10","2007-04-15T00:00:00+08:00"
"07/044","12/04/2007","4+8+24+27+35+45","15","2007-04-12T00:00:00+08:00"
"07/043","10/04/2007","6+9+13+31+40+45","47","2007-04-10T00:00:00+08:00"
"07/042","07/04/2007","5+7+8+23+36+41","24","2007-04-07T00:00:00+08:00"
"07/041","05/04/2007","13+33+35+39+40+48","27","2007-04-05T00:00:00+08:00"
"07/040","03/04/2007","9+22+30+41+42+48","49","2007-04-03T00:00:00+08:00"
"07/039","01/04/2007","16+17+21+28+38+45","10","2007-04-01T00:00:00+08:00"
"07/038","29/03/2007","2+22+23+40+44+45","32","2007-03-29T00:00:00+08:00"
"07/037","27/03/2007","12+21+24+32+36+46","13","2007-03-27T00:00:00+08:00"
"07/036","24/03/2007","2+5+6+12+22+40","24","2007-03-24T00:00:00+08:00"
"07/035","22/03/2007","6+9+12+15+43+47","49","2007-03-22T00:00:00+08:00"
"07/034","20/03/2007","1+11+23+37+42+43","24","2007-03-20T00:00:00+08:00"
"07/033","17/03/2007","21+23+26+36+45+49","2","2007-03-17T00:00:00+08:00"
"07/032","15/03/2007","1+14+39+40+45+49","42","2007-03-15T00:00:00+08:00"
"07/031","13/03/2007","1+4+12+35+39+46","14","2007-03-13T00:00:00+08:00"
"07/030","11/03/2007","2+7+16+30+37+39","20","2007-03-11T00:00:00+08:00"
"07/029","08/03/2007","6+12+16+25+33+49","48","2007-03-08T00:00:00+08:00"
"07/028","06/03/2007","5+8+22+27+32+41","45","2007-03-06T00:00:00+08:00"
"07/027","03/03/2007","4+10+30+35+43+46","14","2007-03-03T00:00:00+08:00"
"07/026","01/03/2007","16+18+25+29+33+43","41","2007-03-01T00:00:00+08:00"
"07/025","27/02/2007","9+10+16+30+38+41","2","2007-02-27T00:00:00+08:00"
"07/024","24/02/2007","7+9+22+24+32+36","8","2007-02-24T00:00:00+08:00"
"07/023","22/02/2007","2+8+11+18+32+39","46","2007-02-22T00:00:00+08:00"
"07/022","19/02/2007","4+17+18+35+37+47","32","2007-02-19T00:00:00+08:00"
"07/021","17/02/2007","9+16+17+28+33+42","29","2007-02-17T00:00:00+08:00"
"07/020","15/02/2007","7+15+17+38+45+48","46","2007-02-15T00:00:00+08:00"
"07/019","13/02/2007","3+13+14+21+22+32","7","2007-02-13T00:00:00+08:00"
"07/018","11/02/2007","11+22+25+32+41+45","1","2007-02-11T00:00:00+08:00"
"07/017","08/02/2007","9+24+26+27+37+44","3","2007-02-08T00:00:00+08:00"
"07/016","06/02/2007","11+12+19+22+42+47","36","2007-02-06T00:00:00+08:00"
"07/015","03/02/2007","6+11+12+19+27+39","28","2007-02-03T00:00:00+08:00"
"07/014","01/02/2007","8+13+32+33+39+47","17","2007-02-01T00:00:00+08:00"
"07/013","30/01/2007","9+11+12+14+18+24","38","2007-01-30T00:00:00+08:00"
"07/012","27/01/2007","11+25+26+36+39+41","16","2007-01-27T00:00:00+08:00"
"07/011","25/01/2007","5+6+23+24+38+48","30","2007-01-25T00:00:00+08:00"
"07/010","23/01/2007","6+19+25+31+32+35","15","2007-01-23T00:00:00+08:00"
"07/009","21/01/2007","9+18+26+28+36+44","19","2007-01-21T00:00:00+08:00"
"07/008","18/01/2007","7+10+33+39+48+49","42","2007-01-18T00:00:00+08:00"
"07/007","16/01/2007","4+14+23+25+38+42","10","2007-01-16T00:00:00+08:00"
"07/006","13/01/2007","6+7+25+28+38+45","16","2007-01-13T00:00:00+08:00"
"07/005","11/01/2007","1+2+10+27+40+41","43","2007-01-11T00:00:00+08:00"
"07/004","09/01/2007","11+14+16+19+34+43","48","2007-01-09T00:00:00+08:00"
"07/003","06/01/2007","3+17+33+38+43+49","14","2007-01-06T00:00:00+08:00"
"07/002","04/01/2007","7+8+33+40+42+49","13","2007-01-04T00:00:00+08:00"
"07/001","02/01/2007","6+12+14+30+32+38","41","2007-01-02T00:00:00+08:00"
"06/154","30/12/2006","5+6+7+21+30+40","42","2006-12-30T00:00:00+08:00"
"06/153","28/12/2006","3+11+14+20+27+44","43","2006-12-28T00:00:00+08:00"
"06/152","24/12/2006","16+29+31+34+39+42","41","2006-12-24T00:00:00+08:00"
"06/151","21/12/2006","5+28+35+46+48+49","11","2006-12-21T00:00:00+08:00"
"06/150","19/12/2006","5+11+17+32+33+48","4","2006-12-19T00:00:00+08:00"
"06/149","17/12/2006","9+13+17+21+22+33","41","2006-12-17T00:00:00+08:00"
"06/148","14/12/2006","2+14+15+29+37+47","45","2006-12-14T00:00:00+08:00"
"06/147","12/12/2006","6+15+26+30+39+41","14","2006-12-12T00:00:00+08:00"
"06/146","09/12/2006","21+22+24+28+43+48","44","2006-12-09T00:00:00+08:00"
"06/145","07/12/2006","5+8+10+27+34+40","47","2006-12-07T00:00:00+08:00"
"06/144","05/12/2006","20+21+38+41+45+46","14","2006-12-05T00:00:00+08:00"
"06/143","03/12/2006","10+22+25+32+34+44","30","2006-12-03T00:00:00+08:00"
"06/142","30/11/2006","5+8+9+27+31+35","15","2006-11-30T00:00:00+08:00"
"06/141","28/11/2006","6+10+21+23+35+36","8","2006-11-28T00:00:00+08:00"
"06/140","25/11/2006","7+18+30+35+36+49","29","2006-11-25T00:00:00+08:00"
"06/139","23/11/2006","6+10+19+32+41+49","5","2006-11-23T00:00:00+08:00"
"06/138","21/11/2006","3+7+16+26+31+35","18","2006-11-21T00:00:00+08:00"
"06/137","18/11/2006","10+11+14+34+40+49","43","2006-11-18T00:00:00+08:00"
"06/136","16/11/2006","3+10+12+32+35+44","41","2006-11-16T00:00:00+08:00"
"06/135","14/11/2006","8+14+20+34+36+49","46","2006-11-14T00:00:00+08:00"
"06/134","11/11/2006","10+13+18+21+31+48","17","2006-11-11T00:00:00+08:00"
"06/133","09/11/2006","2+21+22+34+36+38","45","2006-11-09T00:00:00+08:00"
"06/132","05/11/2006","11+22+38+41+42+45","20","2006-11-05T00:00:00+08:00"
"06/131","02/11/2006","5+7+28+35+36+39","31","2006-11-02T00:00:00+08:00"
"06/130","31/10/2006","1+6+13+28+35+44","30","2006-10-31T00:00:00+08:00"
"06/129","28/10/2006","7+28+33+35+42+44","41","2006-10-28T00:00:00+08:00"
"06/128","26/10/2006","5+8+13+17+26+41","22","2006-10-26T00:00:00+08:00"
